16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,26,26,26,26,26,26,26,26,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
